Journal,Journal_Id,Publisher,Link,Link_Articles,Number_Pages,links_2017,links_2018,links_2019,links_2020,links_2021
Journal of Neuroimmunology,14555,Elsevier Science,/scimag/journals/14555,/scimag/?journal=14555&page=1,473,/scimag/?journal=14555&year=2017&volume=302&issue=,/scimag/?journal=14555&year=2018&volume=314&issue=,/scimag/?journal=14555&year=2019&volume=326&issue=,/scimag/?journal=14555&year=2020&volume=338&issue=,/scimag/?journal=14555&year=2021&volume=350&issue=
Journal of Neurolinguistics,14558,Elsevier Science,/scimag/journals/14558,/scimag/?journal=14558&page=1,49,/scimag/?journal=14558&year=2017&volume=41&issue=,/scimag/?journal=14558&year=2018&volume=45&issue=,/scimag/?journal=14558&year=2019&volume=49&issue=,/scimag/?journal=14558&year=2020&volume=53&issue=,/scimag/?journal=14558&year=2021&volume=57&issue=
Journal of Neuroscience Methods,14578,Elsevier Science,/scimag/journals/14578,/scimag/?journal=14578&page=1,398,/scimag/?journal=14578&year=2017&volume=275&issue=,/scimag/?journal=14578&year=2018&volume=293&issue=,/scimag/?journal=14578&year=2019&volume=311&issue=,/scimag/?journal=14578&year=2020&volume=329&issue=,/scimag/?journal=14578&year=2021&volume=347&issue=
Journal of Non-Crystalline Solids,14598,Elsevier Science,/scimag/journals/14598,/scimag/?journal=14598&page=1,1139,/scimag/?journal=14598&year=2017&volume=455&issue=,/scimag/?journal=14598&year=2018&volume=479&issue=,/scimag/?journal=14598&year=2019&volume=503-504&issue=,/scimag/?journal=14598&year=2020&volume=527&issue=,/scimag/?journal=14598&year=2021&volume=551&issue=
Journal of Non-Newtonian Fluid Mechanics,14605,Elsevier Science,/scimag/journals/14605,/scimag/?journal=14605&page=1,199,/scimag/?journal=14605&year=2017&volume=239&issue=,/scimag/?journal=14605&year=2018&volume=251&issue=,/scimag/?journal=14605&year=2019&volume=263&issue=,/scimag/?journal=14605&year=2020&volume=275&issue=,/scimag/?journal=14605&year=2021&volume=287&issue=
Journal of Nuclear Energy,14615,Elsevier Science,/scimag/journals/14615,/scimag/?journal=14615&page=1,24,,,,,
Journal of Nuclear Energy (1954),14616,Elsevier Science,/scimag/journals/14616,/scimag/?journal=14616&page=1,24,,,,,
Journal of Nuclear Energy. Part A. Reactor Science,14618,Elsevier Science,/scimag/journals/14618,/scimag/?journal=14618&page=1,10,,,,,
Journal of Nuclear Energy. Parts A/B. Reactor Science and Technology,14620,Elsevier Science,/scimag/journals/14620,/scimag/?journal=14620&page=1,32,,,,,
Journal of Nuclear Materials,14621,Elsevier Science,/scimag/journals/14621,/scimag/?journal=14621&page=1,1174,/scimag/?journal=14621&year=2017&volume=483&issue=,/scimag/?journal=14621&year=2018&volume=498&issue=,/scimag/?journal=14621&year=2019&volume=513&issue=,/scimag/?journal=14621&year=2020&volume=528&issue=,/scimag/?journal=14621&year=2021&volume=543&issue=
Journal of Number Theory,14628,Elsevier Science,/scimag/journals/14628,/scimag/?journal=14628&page=1,274,/scimag/?journal=14628&year=2017&volume=170&issue=,/scimag/?journal=14628&year=2018&volume=182&issue=,/scimag/?journal=14628&year=2019&volume=194&issue=,/scimag/?journal=14628&year=2020&volume=206&issue=,/scimag/?journal=14628&year=2021&volume=218&issue=
Journal of Nurse-Midwifery,14630,Elsevier Science,/scimag/journals/14630,/scimag/?journal=14630&page=1,133,,,,,
Journal of Nutrition Education and Behavior,14646,Elsevier Science,/scimag/journals/14646,/scimag/?journal=14646&page=1,248,/scimag/?journal=14646&year=2017&volume=49&issue=1,/scimag/?journal=14646&year=2018&volume=50&issue=1,/scimag/?journal=14646&year=2019&volume=51&issue=1,/scimag/?journal=14646&year=2020&volume=52&issue=1,/scimag/?journal=14646&year=2021&volume=53&issue=1
Journal of Occupational Accidents,14662,Elsevier Science,/scimag/journals/14662,/scimag/?journal=14662&page=1,22,,,,,
Journal of Operations Management,14689,Elsevier Science,/scimag/journals/14689,/scimag/?journal=14689&page=1,75,/scimag/?journal=14689&year=2017&volume=49-51&issue=,/scimag/?journal=14689&year=2018&volume=57&issue=,/scimag/?journal=14689&year=2019&volume=65&issue=1,/scimag/?journal=14689&year=2020&volume=66&issue=1-2,
Journal of Oral and Maxillofacial Surgery,14706,Elsevier Science,/scimag/journals/14706,/scimag/?journal=14706&page=1,976,/scimag/?journal=14706&year=2017&volume=75&issue=1,/scimag/?journal=14706&year=2018&volume=76&issue=1,/scimag/?journal=14706&year=2019&volume=77&issue=1,/scimag/?journal=14706&year=2020&volume=78&issue=1,/scimag/?journal=14706&year=2021&volume=79&issue=1
Journal of Organometallic Chemistry,14727,Elsevier Science,/scimag/journals/14727,/scimag/?journal=14727&page=1,1717,/scimag/?journal=14727&year=2017&volume=827&issue=,/scimag/?journal=14727&year=2018&volume=854&issue=,/scimag/?journal=14727&year=2019&volume=879&issue=,/scimag/?journal=14727&year=2020&volume=905&issue=,/scimag/?journal=14727&year=2021&volume=931&issue=
Journal of Orthopaedic Nursing,14735,Elsevier Science,/scimag/journals/14735,/scimag/?journal=14735&page=1,41,,,,,
Journal of Orthopaedic Research,14737,Elsevier Science,/scimag/journals/14737,/scimag/?journal=14737&page=1,294,/scimag/?journal=14737&year=2017&volume=35&issue=S1,/scimag/?journal=14737&year=2018&volume=36&issue=5,/scimag/?journal=14737&year=2019&volume=37&issue=1,/scimag/?journal=14737&year=2020&volume=38&issue=1,/scimag/?journal=14737&year=2021&volume=&issue=
Journal of Osteopathic Medicine,14745,Elsevier Science,/scimag/journals/14745,/scimag/?journal=14745&page=1,6,,,,,
Journal of Pain and Symptom Management,14753,Elsevier Science,/scimag/journals/14753,/scimag/?journal=14753&page=1,445,/scimag/?journal=14753&year=2017&volume=53&issue=1,/scimag/?journal=14753&year=2018&volume=55&issue=1,/scimag/?journal=14753&year=2019&volume=57&issue=1,/scimag/?journal=14753&year=2020&volume=59&issue=1,/scimag/?journal=14753&year=2021&volume=61&issue=1
Journal of Parallel and Distributed Computing,14759,Elsevier Science,/scimag/journals/14759,/scimag/?journal=14759&page=1,181,/scimag/?journal=14759&year=2017&volume=99&issue=,/scimag/?journal=14759&year=2018&volume=111&issue=,/scimag/?journal=14759&year=2019&volume=123&issue=,/scimag/?journal=14759&year=2020&volume=135&issue=,/scimag/?journal=14759&year=2021&volume=147&issue=
Journal of Pediatric and Adolescent Gynecology,14778,Elsevier Science,/scimag/journals/14778,/scimag/?journal=14778&page=1,173,/scimag/?journal=14778&year=2017&volume=30&issue=1,/scimag/?journal=14778&year=2018&volume=31&issue=1,/scimag/?journal=14778&year=2019&volume=32&issue=1,/scimag/?journal=14778&year=2020&volume=33&issue=1,
Journal of Pediatric Health Care,14781,Elsevier Science,/scimag/journals/14781,/scimag/?journal=14781&page=1,181,/scimag/?journal=14781&year=2017&volume=31&issue=1,/scimag/?journal=14781&year=2018&volume=32&issue=1,/scimag/?journal=14781&year=2019&volume=33&issue=1,/scimag/?journal=14781&year=2020&volume=34&issue=1,/scimag/?journal=14781&year=2021&volume=35&issue=1
Journal of Pediatric Nursing,14784,Elsevier Science,/scimag/journals/14784,/scimag/?journal=14784&page=1,157,/scimag/?journal=14784&year=2017&volume=32&issue=,/scimag/?journal=14784&year=2018&volume=38&issue=,/scimag/?journal=14784&year=2019&volume=44&issue=,/scimag/?journal=14784&year=2020&volume=50&issue=,/scimag/?journal=14784&year=2021&volume=56&issue=
Journal of Pediatric Surgery,14790,Elsevier Science,/scimag/journals/14790,/scimag/?journal=14790&page=1,1365,/scimag/?journal=14790&year=2017&volume=52&issue=1,/scimag/?journal=14790&year=2018&volume=53&issue=1,/scimag/?journal=14790&year=2019&volume=54&issue=1,/scimag/?journal=14790&year=2020&volume=55&issue=,
Journal of Pediatric Urology,14791,Elsevier Science,/scimag/journals/14791,/scimag/?journal=14791&page=1,179,/scimag/?journal=14791&year=2017&volume=13&issue=1,/scimag/?journal=14791&year=2018&volume=14&issue=1,/scimag/?journal=14791&year=2019&volume=15&issue=1,/scimag/?journal=14791&year=2020&volume=16&issue=,
Journal of PeriAnesthesia Nursing,14797,Elsevier Science,/scimag/journals/14797,/scimag/?journal=14797&page=1,164,/scimag/?journal=14797&year=2017&volume=32&issue=1,/scimag/?journal=14797&year=2018&volume=33&issue=1,/scimag/?journal=14797&year=2019&volume=34&issue=1,/scimag/?journal=14797&year=2020&volume=35&issue=1,
Journal of Petroleum Science and Engineering,14819,Elsevier Science,/scimag/journals/14819,/scimag/?journal=14819&page=1,323,/scimag/?journal=14819&year=2017&volume=148&issue=,/scimag/?journal=14819&year=2018&volume=160&issue=,/scimag/?journal=14819&year=2019&volume=172&issue=,/scimag/?journal=14819&year=2020&volume=184&issue=,/scimag/?journal=14819&year=2021&volume=196&issue=
Journal of Pharmaceutical and Biomedical Analysis,14825,Elsevier Science,/scimag/journals/14825,/scimag/?journal=14825&page=1,567,/scimag/?journal=14825&year=2017&volume=132&issue=,/scimag/?journal=14825&year=2018&volume=147&issue=,/scimag/?journal=14825&year=2019&volume=162&issue=,/scimag/?journal=14825&year=2020&volume=177&issue=,/scimag/?journal=14825&year=2021&volume=192&issue=
Journal of Pharmacological and Toxicological Methods,14842,Elsevier Science,/scimag/journals/14842,/scimag/?journal=14842&page=1,177,/scimag/?journal=14842&year=2017&volume=83&issue=,/scimag/?journal=14842&year=2018&volume=89&issue=,/scimag/?journal=14842&year=2019&volume=95&issue=,/scimag/?journal=14842&year=2020&volume=101&issue=,/scimag/?journal=14842&year=2021&volume=107&issue=
Journal of Pharmacological Methods,14843,Elsevier Science,/scimag/journals/14843,/scimag/?journal=14843&page=1,38,,,,,
Journal of Phonetics,14863,Elsevier Science,/scimag/journals/14863,/scimag/?journal=14863&page=1,84,/scimag/?journal=14863&year=2017&volume=60&issue=,/scimag/?journal=14863&year=2018&volume=66&issue=,/scimag/?journal=14863&year=2019&volume=72&issue=,/scimag/?journal=14863&year=2020&volume=78&issue=,
Journal of Photochemistry,14864,Elsevier Science,/scimag/journals/14864,/scimag/?journal=14864&page=1,96,,,,,
Journal of Photochemistry and Photobiology A: Chemistry,14865,Elsevier Science,/scimag/journals/14865,/scimag/?journal=14865&page=1,461,/scimag/?journal=14865&year=2017&volume=332&issue=,/scimag/?journal=14865&year=2018&volume=350&issue=,/scimag/?journal=14865&year=2019&volume=368&issue=,/scimag/?journal=14865&year=2020&volume=386&issue=,/scimag/?journal=14865&year=2021&volume=404&issue=
Journal of Photochemistry and Photobiology B: Biology,14866,Elsevier Science,/scimag/journals/14866,/scimag/?journal=14866&page=1,268,/scimag/?journal=14866&year=2017&volume=166&issue=,/scimag/?journal=14866&year=2018&volume=178&issue=,/scimag/?journal=14866&year=2019&volume=190&issue=,/scimag/?journal=14866&year=2020&volume=202&issue=,/scimag/?journal=14866&year=2021&volume=214&issue=
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,14867,Elsevier Science,/scimag/journals/14867,/scimag/?journal=14867&page=1,18,/scimag/?journal=14867&year=2017&volume=30&issue=,/scimag/?journal=14867&year=2018&volume=34&issue=,/scimag/?journal=14867&year=2019&volume=38&issue=,/scimag/?journal=14867&year=2020&volume=42&issue=,
Journal of Physics and Chemistry of Solids,14881,Elsevier Science,/scimag/journals/14881,/scimag/?journal=14881&page=1,738,/scimag/?journal=14881&year=2017&volume=100&issue=,/scimag/?journal=14881&year=2018&volume=112&issue=,/scimag/?journal=14881&year=2019&volume=124&issue=,/scimag/?journal=14881&year=2020&volume=136&issue=,/scimag/?journal=14881&year=2021&volume=148&issue=
Journal of Physiology-Paris,14896,Elsevier Science,/scimag/journals/14896,/scimag/?journal=14896&page=1,57,/scimag/?journal=14896&year=2017&volume=&issue=,,,,
Journal of Plant Physiology,14919,Elsevier Science,/scimag/journals/14919,/scimag/?journal=14919&page=1,365,/scimag/?journal=14919&year=2017&volume=208&issue=,/scimag/?journal=14919&year=2018&volume=220&issue=,/scimag/?journal=14919&year=2019&volume=232&issue=,/scimag/?journal=14919&year=2020&volume=244&issue=,/scimag/?journal=14919&year=2021&volume=256&issue=
"Journal of Plastic, Reconstructive & Aesthetic Surgery",14931,Elsevier Science,/scimag/journals/14931,/scimag/?journal=14931&page=1,284,/scimag/?journal=14931&year=2017&volume=70&issue=1,/scimag/?journal=14931&year=2018&volume=71&issue=1,/scimag/?journal=14931&year=2019&volume=72&issue=1,/scimag/?journal=14931&year=2020&volume=73&issue=1,
Journal of Policy Modeling,14939,Elsevier Science,/scimag/journals/14939,/scimag/?journal=14939&page=1,99,/scimag/?journal=14939&year=2017&volume=39&issue=1,/scimag/?journal=14939&year=2018&volume=40&issue=1,/scimag/?journal=14939&year=2019&volume=41&issue=1,/scimag/?journal=14939&year=2020&volume=42&issue=1,
Journal of Power Sources,14990,Elsevier Science,/scimag/journals/14990,/scimag/?journal=14990&page=1,1200,/scimag/?journal=14990&year=2017&volume=337&issue=,/scimag/?journal=14990&year=2018&volume=373&issue=,/scimag/?journal=14990&year=2019&volume=409&issue=,/scimag/?journal=14990&year=2020&volume=445&issue=,/scimag/?journal=14990&year=2021&volume=481&issue=
Journal of Pragmatics,14991,Elsevier Science,/scimag/journals/14991,/scimag/?journal=14991&page=1,219,/scimag/?journal=14991&year=2017&volume=107&issue=,/scimag/?journal=14991&year=2018&volume=123&issue=,/scimag/?journal=14991&year=2019&volume=139&issue=,/scimag/?journal=14991&year=2020&volume=155&issue=,/scimag/?journal=14991&year=2021&volume=171&issue=
Journal of Process Control,15002,Elsevier Science,/scimag/journals/15002,/scimag/?journal=15002&page=1,118,/scimag/?journal=15002&year=2017&volume=49&issue=,/scimag/?journal=15002&year=2018&volume=61&issue=,/scimag/?journal=15002&year=2019&volume=73&issue=,/scimag/?journal=15002&year=2020&volume=85&issue=,/scimag/?journal=15002&year=2021&volume=97&issue=
Journal of Professional Nursing,15008,Elsevier Science,/scimag/journals/15008,/scimag/?journal=15008&page=1,136,/scimag/?journal=15008&year=2017&volume=33&issue=1,/scimag/?journal=15008&year=2018&volume=34&issue=1,/scimag/?journal=15008&year=2019&volume=35&issue=1,/scimag/?journal=15008&year=2020&volume=36&issue=1,/scimag/?journal=15008&year=2021&volume=37&issue=1
Journal of Psychiatric Research,15030,Elsevier Science,/scimag/journals/15030,/scimag/?journal=15030&page=1,227,/scimag/?journal=15030&year=2017&volume=84&issue=,/scimag/?journal=15030&year=2018&volume=96&issue=,/scimag/?journal=15030&year=2019&volume=108&issue=,/scimag/?journal=15030&year=2020&volume=120&issue=,/scimag/?journal=15030&year=2021&volume=132&issue=
Journal of Psychosomatic Research,15049,Elsevier Science,/scimag/journals/15049,/scimag/?journal=15049&page=1,435,/scimag/?journal=15049&year=2017&volume=92&issue=,/scimag/?journal=15049&year=2018&volume=104&issue=,/scimag/?journal=15049&year=2019&volume=116&issue=,/scimag/?journal=15049&year=2020&volume=128&issue=,/scimag/?journal=15049&year=2021&volume=140&issue=
Journal of Public Economics,15059,Elsevier Science,/scimag/journals/15059,/scimag/?journal=15059&page=1,177,/scimag/?journal=15059&year=2017&volume=145&issue=,/scimag/?journal=15059&year=2018&volume=157&issue=,/scimag/?journal=15059&year=2019&volume=169&issue=,/scimag/?journal=15059&year=2020&volume=181&issue=,/scimag/?journal=15059&year=2021&volume=193&issue=
Journal of Purchasing and Supply Management,15073,Elsevier Science,/scimag/journals/15073,/scimag/?journal=15073&page=1,26,/scimag/?journal=15073&year=2017&volume=23&issue=1,/scimag/?journal=15073&year=2018&volume=24&issue=1,/scimag/?journal=15073&year=2019&volume=25&issue=1,/scimag/?journal=15073&year=2020&volume=26&issue=1,
Journal of Pure and Applied Algebra,15075,Elsevier Science,/scimag/journals/15075,/scimag/?journal=15075&page=1,318,/scimag/?journal=15075&year=2017&volume=221&issue=1,/scimag/?journal=15075&year=2018&volume=222&issue=1,/scimag/?journal=15075&year=2019&volume=223&issue=1,/scimag/?journal=15075&year=2020&volume=224&issue=1,/scimag/?journal=15075&year=2021&volume=225&issue=1
Journal of Quality Management,15080,Elsevier Science,/scimag/journals/15080,/scimag/?journal=15080&page=1,5,,,,,
Journal of Quantitative Spectroscopy and Radiative Transfer,15084,Elsevier Science,/scimag/journals/15084,/scimag/?journal=15084&page=1,462,/scimag/?journal=15084&year=2017&volume=186&issue=,/scimag/?journal=15084&year=2018&volume=204&issue=,/scimag/?journal=15084&year=2019&volume=222-223&issue=,/scimag/?journal=15084&year=2020&volume=240&issue=,/scimag/?journal=15084&year=2021&volume=258&issue=
Journal of Radiology Nursing,15096,Elsevier Science,/scimag/journals/15096,/scimag/?journal=15096&page=1,52,/scimag/?journal=15096&year=2017&volume=36&issue=1,/scimag/?journal=15096&year=2018&volume=37&issue=1,/scimag/?journal=15096&year=2019&volume=38&issue=1,/scimag/?journal=15096&year=2020&volume=39&issue=1,
Journal of Rare Earths,15105,Elsevier Science,/scimag/journals/15105,/scimag/?journal=15105&page=1,134,/scimag/?journal=15105&year=2017&volume=35&issue=1,/scimag/?journal=15105&year=2018&volume=36&issue=2,/scimag/?journal=15105&year=2019&volume=37&issue=1,/scimag/?journal=15105&year=2020&volume=38&issue=3,
Journal of Renal Nutrition,15141,Elsevier Science,/scimag/journals/15141,/scimag/?journal=15141&page=1,120,/scimag/?journal=15141&year=2017&volume=27&issue=1,/scimag/?journal=15141&year=2018&volume=28&issue=1,/scimag/?journal=15141&year=2019&volume=29&issue=1,/scimag/?journal=15141&year=2020&volume=30&issue=1,/scimag/?journal=15141&year=2021&volume=31&issue=1
Journal of Reproduction and Contraception,15144,Elsevier Science,/scimag/journals/15144,/scimag/?journal=15144&page=1,8,,,,,
Journal of Reproductive Immunology,15147,Elsevier Science,/scimag/journals/15147,/scimag/?journal=15147&page=1,213,/scimag/?journal=15147&year=2017&volume=119&issue=,/scimag/?journal=15147&year=2018&volume=125&issue=,/scimag/?journal=15147&year=2019&volume=131&issue=,/scimag/?journal=15147&year=2020&volume=137&issue=,/scimag/?journal=15147&year=2021&volume=143&issue=
